MONTH;BOROUGH;COMMUNITYDISTRICT;REFUSETONSCOLLECTED;PAPERTONSCOLLECTED;MGPTONSCOLLECTED;RESORGANICSTONS;SCHOOLORGANICTONS;LEAVESORGANICTONS;XMASTREETONS;BOROUGH_ID
1992 / 10;Brooklyn;08;3327.400000000000091;;;;;;;3
1999 / 10;Manhattan;01;818.0;;100.049999999999997;;;;;1
2008 / 05;Queens;07;7188.119999999999891;1106.1400000000001;560.610000000000014;;;;;4
2016 / 11;Bronx;08;2408.110000000000127;355.579999999999984;346.769999999999982;40.590000000000003;;16.460000000000001;;2
2001 / 01;Brooklyn;04;3051.769999999999982;173.870000000000005;335.45999999999998;;;;14.75;3
2000 / 04;Manhattan;09;2755.599999999999909;;247.849999999999994;;;;;1
2006 / 08;Brooklyn;04;3627.880000000000109;176.409999999999997;258.170000000000016;;;;;3
1998 / 12;Brooklyn;10;3231.889999999999873;813.039999999999964;461.569999999999993;;;51.710000000000001;;3
2005 / 05;Queens;03;5280.770000000000437;425.079999999999984;404.090000000000032;;;;;4
1993 / 02;Brooklyn;15;5974.300000000000182;;;;;;;3
1991 / 06;Brooklyn;05;5298.300000000000182;;;;;;;3
2010 / 03;Bronx;04;5084.890000000000327;214.090000000000003;217.469999999999999;;;;;2
1995 / 11;Manhattan;07;6048.220000000000255;1199.779999999999973;517.529999999999973;;;;;1
1997 / 05;Bronx;06;2062.699999999999818;64.290000000000006;111.870000000000005;;;;;2
2015 / 08;Bronx;11;3035.460000000000036;279.28000000000003;277.810000000000002;;;;;2
2010 / 03;Bronx;06;2610.559999999999945;120.040000000000006;133.430000000000007;;;;;2
2002 / 12;Brooklyn;10;3856.710000000000036;539.899999999999977;;;;;;3
2010 / 02;Manhattan;02;1874.230000000000018;394.110000000000014;254.450000000000017;;;;;1
1995 / 01;Queens;12;6470.900000000000546;344.95999999999998;431.800000000000011;;;;10.300000000000001;4
1995 / 08;Queens;13;7089.0;527.330000000000041;493.25;;;;;4
1995 / 05;Bronx;12;4671.900000000000546;328.840000000000032;355.79000000000002;;;;;2
2006 / 06;Manhattan;01;1142.269999999999982;333.930000000000007;121.480000000000004;;;;;1
2010 / 11;Bronx;07;4087.039999999999964;227.629999999999995;234.780000000000001;;;;;2
2016 / 05;Bronx;09;3801.430000000000291;190.5;279.04000000000002;;;;;2
2000 / 08;Brooklyn;09;3208.619999999999891;245.599999999999994;342.930000000000007;;;;;3
2011 / 07;Queens;11;3079.950000000000273;504.600000000000023;318.720000000000027;;;;;4
2003 / 11;Brooklyn;07;3729.460000000000036;;;;;;;3
2010 / 08;Brooklyn;08;2885.900000000000091;234.900000000000006;216.379999999999995;;;;;3
2014 / 09;Queens;06;2848.909999999999854;414.069999999999993;271.649999999999977;;;;;4
2006 / 01;Manhattan;01;1216.210000000000036;348.050000000000011;130.069999999999993;;;;6.0;1
1996 / 02;Manhattan;08;5921.5;1097.970000000000027;547.090000000000032;;;;;1
2014 / 12;Manhattan;06;3028.840000000000146;577.07000000000005;389.300000000000011;;;;;1
1998 / 05;Brooklyn;15;4814.0;791.810000000000059;421.389999999999986;;;;;3
2006 / 12;Manhattan;11;2500.349999999999909;196.939999999999998;139.259999999999991;;;8.76;;1
2010 / 05;Queens;01;4118.659999999999854;601.159999999999968;413.379999999999995;;;;;4
2016 / 05;Brooklyn;06;2052.900000000000091;540.019999999999982;394.329999999999984;150.360000000000014;47.700000000000003;;;3
2000 / 11;Manhattan;07;6202.610000000000582;;758.710000000000036;;;;;1
2001 / 08;Manhattan;09;3077.639999999999873;;302.379999999999995;;;;;1
2012 / 07;Brooklyn;01;4159.220000000000255;395.519999999999982;336.28000000000003;;;;;3
1991 / 08;Bronx;06;2162.800000000000182;;;;;;;2
2011 / 06;Queens;03;5320.909999999999854;434.120000000000005;383.78000000000003;;;;;4
2011 / 06;Brooklyn;12;6099.949999999999818;660.789999999999964;360.199999999999989;;;;;3
2017 / 04;Brooklyn;09;2838.579999999999927;251.0;213.300000000000011;;20.890000000000001;;;3
1994 / 02;Bronx;11;2282.5;242.009999999999991;177.140000000000015;;;;;2
2013 / 06;Bronx;10;2734.090000000000146;354.230000000000018;295.45999999999998;;;;;2
1992 / 05;Queens;13;7496.0;;;;;;;4
2015 / 11;Bronx;10;2484.210000000000036;313.180000000000007;289.720000000000027;67.040000000000006;;;;2
2014 / 03;Brooklyn;07;3064.970000000000255;384.29000000000002;322.199999999999989;37.829999999999998;;;;3
2007 / 01;Queens;02;2816.809999999999945;420.230000000000018;262.240000000000009;;;;19.0;4
2007 / 10;Brooklyn;08;3031.800000000000182;274.810000000000002;200.300000000000011;;;;;3
1994 / 02;Queens;09;2677.5;235.610000000000014;160.670000000000016;;;;;4
1996 / 02;Bronx;06;1874.400000000000091;42.700000000000003;63.190000000000005;;;;;2
1997 / 02;Manhattan;05;1155.5;233.009999999999991;92.560000000000002;;;;;1
2017 / 02;Bronx;02;1314.470000000000027;77.070000000000007;122.040000000000006;;;;;2
2014 / 08;Queens;09;4054.289999999999964;417.5;387.740000000000009;;;;;4
2010 / 03;Brooklyn;18;5857.3100000000004;704.730000000000018;509.120000000000005;;;;;3
1992 / 10;Queens;01;5934.100000000000364;;;;;;;4
2009 / 10;Staten Island;01;5477.5600000000004;755.050000000000068;550.139999999999986;;;;;5
2014 / 05;Staten Island;01;6037.640000000000327;641.009999999999991;640.100000000000023;88.239999999999995;;;;5
1999 / 07;Bronx;11;2893.110000000000127;372.670000000000016;380.060000000000002;;;;;2
2002 / 03;Brooklyn;15;4492.350000000000364;817.930000000000064;610.379999999999995;;;;;3
2010 / 02;Queens;13;3291.730000000000018;389.490000000000009;404.620000000000005;;;;;4
2002 / 11;Brooklyn;05;5354.590000000000146;246.939999999999998;;;;;;3
2002 / 05;Manhattan;08;6372.829999999999927;6.83;841.300000000000068;;;;;1
2013 / 03;Brooklyn;15;4388.600000000000364;587.5;362.180000000000007;;;;;3
1992 / 10;Bronx;11;3137.800000000000182;;;;;;;2
2012 / 02;Brooklyn;16;1723.680000000000064;92.420000000000002;92.260000000000005;;;;;3
2006 / 05;Bronx;11;3381.010000000000218;397.120000000000005;285.620000000000005;;;;;2
2005 / 09;Queens;13;6686.630000000000109;839.610000000000014;659.789999999999964;;;;;4
2004 / 12;Brooklyn;11;4992.800000000000182;965.360000000000014;491.180000000000007;;;36.910000000000004;;3
2007 / 12;Staten Island;03;6454.319999999999709;1382.75;620.240000000000009;;;;;5
1998 / 09;Brooklyn;06;2956.550000000000182;730.879999999999995;346.370000000000005;;;;;3
1997 / 03;Bronx;06;1936.100000000000136;45.130000000000003;81.439999999999998;;;;;2
2007 / 09;Staten Island;03;5992.489999999999782;1105.160000000000082;615.300000000000068;;;;;5
1997 / 01;Brooklyn;05;4462.199999999999818;146.259999999999991;242.710000000000008;;;;7.9;3
2000 / 01;Brooklyn;08;2581.0;187.580000000000013;249.050000000000011;;;;17.5;3
1992 / 02;Bronx;06;1958.090000000000146;;;;;;;2
2014 / 11;Brooklyn;10;3078.5300000000002;509.020000000000039;329.28000000000003;120.829999999999998;;;;3
2017 / 02;Bronx;01;1666.620000000000118;88.370000000000005;116.950000000000003;;;;;2
2002 / 05;Bronx;04;4592.949999999999818;140.840000000000003;288.910000000000025;;;;;2
2005 / 07;Bronx;10;2949.289999999999964;417.490000000000009;282.939999999999998;;;;;2
2005 / 04;Queens;11;3658.730000000000018;781.980000000000018;383.230000000000018;;;;;4
2005 / 10;Manhattan;08;7225.0;1931.059999999999945;681.950000000000045;;;;;1
2017 / 06;Bronx;06;2253.050000000000182;139.400000000000006;175.890000000000015;;82.180000000000007;;;2
2004 / 03;Manhattan;02;2916.460000000000036;;;;;;;1
1999 / 03;Brooklyn;13;2282.700000000000273;177.629999999999995;160.140000000000015;;;;;3
2009 / 12;Bronx;02;1816.75;86.820000000000007;99.560000000000002;;;;;2
2007 / 12;Bronx;05;3794.409999999999854;202.800000000000011;229.689999999999998;;;;;2
1999 / 12;Brooklyn;15;4416.050000000000182;983.580000000000041;516.039999999999964;;;8.49;;3
2011 / 02;Bronx;05;3643.869999999999891;177.689999999999998;212.170000000000016;;;;;2
2005 / 04;Brooklyn;11;5106.5;824.970000000000027;502.930000000000007;;;;;3
1994 / 06;Brooklyn;07;3432.300000000000182;305.870000000000005;323.0;;;;;3
2007 / 01;Manhattan;11;2542.0300000000002;159.090000000000003;113.859999999999999;;;;5.0;1
2002 / 06;Brooklyn;15;4700.199999999999818;796.330000000000041;630.279999999999973;;;;;3
2002 / 12;Brooklyn;14;5847.539999999999964;541.440000000000055;;;;;;3
1999 / 03;Brooklyn;06;2808.900000000000091;687.039999999999964;341.170000000000016;;;;;3
2007 / 01;Staten Island;03;5593.279999999999745;1257.730000000000018;668.840000000000032;;;;89.950000000000003;5
2008 / 02;Brooklyn;17;3708.670000000000073;330.069999999999993;301.980000000000018;;;;;3
1996 / 07;Brooklyn;15;5232.100000000000364;694.039999999999964;314.379999999999995;;;;;3
1992 / 09;Manhattan;05;1340.799999999999955;;;;;;;1
2012 / 03;Staten Island;02;3948.450000000000273;577.990000000000009;425.170000000000016;;;;;5
2006 / 02;Brooklyn;14;4477.659999999999854;427.759999999999991;282.610000000000014;;;;;3
2015 / 06;Brooklyn;07;3623.220000000000255;492.75;398.079999999999984;108.600000000000009;;;;3
2001 / 07;Brooklyn;06;2626.970000000000255;547.680000000000064;386.769999999999982;;;;;3
2015 / 08;Manhattan;05;1220.400000000000091;233.530000000000001;137.819999999999993;;;;;1
1997 / 12;Brooklyn;09;3388.300000000000182;204.170000000000016;212.069999999999993;;;;;3
2015 / 07;Queens;14;3680.220000000000255;247.840000000000003;226.200000000000017;;;;;4
1992 / 11;Bronx;02;1458.600000000000136;;;;;;;2
2014 / 07;Brooklyn;16;2150.610000000000127;100.850000000000009;122.219999999999999;;;;;3
2014 / 12;Manhattan;07;5409.670000000000073;1256.779999999999973;757.759999999999991;15.74;24.990000000000002;;;1
1995 / 10;Queens;06;3070.5;304.25;187.460000000000008;;;;;4
2001 / 05;Queens;14;2979.300000000000182;314.569999999999993;290.25;;;;;4
2016 / 06;Queens;09;4526.300000000000182;480.379999999999995;549.519999999999982;;30.670000000000002;;;4
2008 / 02;Queens;01;3882.050000000000182;612.370000000000005;438.819999999999993;;;;;4
2002 / 02;Brooklyn;04;2776.150000000000091;145.030000000000001;300.949999999999989;;;;;3
2002 / 06;Brooklyn;01;4715.980000000000473;395.819999999999993;496.639999999999986;;;;;3
1997 / 02;Queens;14;2248.400000000000091;153.939999999999998;106.320000000000007;;;;;4
1997 / 05;Bronx;11;3134.099999999999909;407.590000000000032;348.069999999999993;;;;;2
2008 / 07;Brooklyn;14;5102.329999999999927;473.980000000000018;315.670000000000016;;;;;3
2009 / 02;Manhattan;04;1814.819999999999936;397.879999999999995;292.840000000000032;;;;;1
1995 / 05;Bronx;02;1634.799999999999955;30.25;40.800000000000004;;;;;2
2005 / 04;Manhattan;10;3026.659999999999854;182.289999999999992;160.030000000000001;;;;;1
2005 / 04;Bronx;09;4752.170000000000073;224.140000000000015;256.970000000000027;;;;;2
2006 / 10;Brooklyn;02;2272.210000000000036;451.879999999999995;239.539999999999992;;;;;3
2015 / 10;Bronx;01;1822.340000000000146;99.299999999999997;113.040000000000006;;;;;2
2002 / 08;Manhattan;02;2642.150000000000091;;;;;;;1
2006 / 03;Queens;08;3671.460000000000036;605.529999999999973;310.319999999999993;;;;;4
2015 / 09;Brooklyn;04;3059.909999999999854;202.310000000000002;276.45999999999998;;;;;3
2012 / 01;Queens;10;3149.619999999999891;424.060000000000002;386.590000000000032;;;;23.600000000000001;4
1992 / 12;Manhattan;07;5946.199999999999818;;;;;;;1
2011 / 09;Queens;03;5021.020000000000437;415.939999999999998;376.620000000000005;;;;;4
2005 / 12;Brooklyn;05;4604.930000000000291;349.949999999999989;367.810000000000002;;;;;3
2011 / 09;Manhattan;09;2717.010000000000218;291.660000000000025;190.289999999999992;;;;;1
2001 / 08;Queens;02;2693.860000000000127;434.939999999999998;416.350000000000023;;;;;4
1993 / 03;Bronx;01;2391.789999999999964;;;;;;;2
1993 / 06;Staten Island;03;6721.900000000000546;;;;;;;5
2008 / 06;Queens;09;4349.25;526.080000000000041;396.829999999999984;;;;;4
2015 / 03;Brooklyn;14;4878.329999999999927;507.75;327.360000000000014;;;;;3
2007 / 01;Manhattan;07;6127.029999999999745;1100.410000000000082;653.25;;;;67.200000000000003;1
2003 / 04;Queens;01;5452.680000000000291;609.080000000000041;;;;;;4
2011 / 01;Bronx;12;3630.059999999999945;339.70999999999998;398.069999999999993;;;;;2
2004 / 10;Brooklyn;18;5864.480000000000473;867.680000000000064;524.960000000000036;;;;;3
1990 / 12;Manhattan;06;4011.099999999999909;;;;;;;1
1994 / 02;Brooklyn;03;3572.300000000000182;101.299999999999997;200.550000000000011;;;;;3
1996 / 02;Staten Island;03;3928.769999999999982;1007.879999999999995;503.25;;;;;5
2016 / 12;Manhattan;03;2913.940000000000055;402.160000000000025;362.220000000000027;;39.800000000000004;;;1
2003 / 04;Manhattan;02;2774.099999999999909;;;;;;;1
2002 / 05;Manhattan;01;1037.259999999999991;3.25;104.659999999999997;;;;;1
1999 / 10;Bronx;07;3531.369999999999891;264.45999999999998;494.930000000000007;;;1.15;;2
2013 / 02;Brooklyn;17;3405.050000000000182;253.469999999999999;264.300000000000011;;;;;3
1999 / 09;Brooklyn;13;2293.900000000000091;221.620000000000005;195.180000000000007;;;;;3
2007 / 01;Queens;13;4856.0600000000004;738.710000000000036;584.889999999999986;;;;40.0;4
2006 / 03;Brooklyn;09;3335.860000000000127;257.329999999999984;187.280000000000001;;;;;3
1999 / 04;Staten Island;02;4740.100000000000364;;442.29000000000002;;;;;5
2004 / 04;Brooklyn;08;3035.119999999999891;269.680000000000007;197.909999999999997;;;;;3
2004 / 06;Queens;14;3728.150000000000091;309.019999999999982;238.140000000000015;;;;;4
2013 / 04;Brooklyn;04;3236.570000000000164;173.900000000000006;218.539999999999992;;;;;3
1995 / 01;Bronx;03;2033.5;31.620000000000001;41.18;;;;7.0;2
2012 / 09;Bronx;07;3534.920000000000073;214.340000000000003;229.849999999999994;;;;;2
2006 / 12;Brooklyn;17;4734.010000000000218;433.110000000000014;326.949999999999989;;;;;3
2016 / 08;Bronx;04;4288.260000000000218;223.740000000000009;319.45999999999998;;;;;2
1996 / 09;Manhattan;03;3524.700000000000273;197.490000000000009;120.060000000000002;;;;;1
2011 / 01;Brooklyn;05;4171.329999999999927;196.629999999999995;243.650000000000006;;;;;3
1994 / 11;Staten Island;02;4300.5;662.970000000000027;276.110000000000014;;;628.100000000000023;;5
1998 / 08;Brooklyn;16;2284.099999999999909;62.590000000000003;96.210000000000008;;;;;3
1995 / 11;Bronx;08;2825.599999999999909;321.949999999999989;148.640000000000015;;;;;2
1995 / 10;Bronx;08;2747.0;262.769999999999982;133.460000000000008;;;;;2
2001 / 01;Queens;05;4307.399999999999636;1046.120000000000118;780.019999999999982;;;;55.170000000000002;4
2012 / 10;Bronx;06;2260.929999999999836;91.579999999999998;111.150000000000006;;;;;2
2015 / 01;Bronx;07;3330.550000000000182;238.230000000000018;309.740000000000009;;;;11.700000000000001;2
1991 / 10;Bronx;06;2204.200000000000273;;;;;;;2
2007 / 04;Bronx;03;1777.600000000000136;63.859999999999999;61.560000000000002;;;;;2
2003 / 08;Manhattan;06;4184.840000000000146;;;;;;;1
2012 / 12;Bronx;12;3810.789999999999964;397.259999999999991;375.170000000000016;;;;;2
2002 / 11;Bronx;04;4651.840000000000146;131.509999999999991;;;;;;2
1993 / 12;Brooklyn;16;2311.0;82.980000000000004;96.920000000000002;;;;;3
2014 / 10;Bronx;08;2407.929999999999836;337.79000000000002;285.470000000000027;;;;;2
2006 / 04;Manhattan;08;6417.110000000000582;1418.430000000000064;657.490000000000009;;;;;1
2014 / 10;Brooklyn;14;4990.510000000000218;456.160000000000025;303.569999999999993;;;;;3
1994 / 07;Bronx;01;2439.800000000000182;40.710000000000001;46.950000000000003;;;;;2
1992 / 11;Queens;13;6843.900000000000546;;;;;;;4
2016 / 10;Queens;13;5163.430000000000291;526.799999999999955;656.5;;;;;4
1999 / 11;Brooklyn;09;3110.490000000000236;231.650000000000006;261.610000000000014;;;53.609999999999999;;3
2004 / 11;Brooklyn;13;2410.670000000000073;212.819999999999993;179.789999999999992;;;;;3
2010 / 02;Bronx;01;1641.120000000000118;70.510000000000005;62.710000000000001;;;;;2
2001 / 12;Bronx;11;2918.190000000000055;456.720000000000027;358.329999999999984;;;197.710000000000008;;2
2014 / 04;Bronx;10;2619.579999999999927;319.769999999999982;297.100000000000023;31.5;;;;2
1991 / 09;Queens;09;4160.0;;;;;;;4
2016 / 01;Bronx;12;3237.590000000000146;293.28000000000003;388.569999999999993;;;;8.1;2
2014 / 06;Manhattan;02;2045.170000000000073;457.189999999999998;292.870000000000005;;16.75;;;1
2014 / 01;Brooklyn;03;3698.769999999999982;271.840000000000032;245.110000000000014;;;;14.800000000000001;3
2000 / 10;Brooklyn;14;4846.140000000000327;620.039999999999964;521.840000000000032;;;;;3
2004 / 04;Brooklyn;05;4801.920000000000073;315.579999999999984;331.900000000000034;;;;;3
1992 / 03;Bronx;01;2372.700000000000273;;;;;;;2
2010 / 09;Brooklyn;13;2195.740000000000236;176.830000000000013;171.300000000000011;;;;;3
1994 / 07;Queens;02;2772.059999999999945;292.980000000000018;183.25;;;;;4
1995 / 03;Manhattan;05;1233.900000000000091;273.480000000000018;104.780000000000001;;;;;1
2015 / 04;Brooklyn;17;4190.779999999999745;306.0;351.240000000000009;;;;;3
1992 / 07;Bronx;09;5647.949999999999818;;;;;;;2
1996 / 08;Bronx;12;4515.900000000000546;359.300000000000011;494.310000000000002;;;;;2
1993 / 03;Brooklyn;13;2724.700000000000273;;;;;;;3
1993 / 08;Brooklyn;11;5807.5;519.950000000000045;383.449999999999989;;;;;3
2010 / 05;Brooklyn;13;2086.769999999999982;161.47999999999999;156.550000000000011;;;;;3
2009 / 08;Queens;06;2840.730000000000018;436.400000000000034;298.980000000000018;;;;;4
2001 / 06;Manhattan;07;6215.159999999999854;22.23;784.460000000000036;;;;;1
1993 / 06;Brooklyn;15;7086.300000000000182;523.029999999999973;242.140000000000015;;;;;3
2003 / 09;Manhattan;07;6982.800000000000182;;;;;;;1
2007 / 12;Bronx;03;1881.980000000000018;79.019999999999996;61.219999999999999;;;;;2
2017 / 04;Bronx;03;1862.730000000000018;110.769999999999996;143.430000000000007;;;;;2
1991 / 04;Manhattan;03;3647.400000000000091;;;;;;;1
2009 / 08;Manhattan;11;2306.610000000000127;161.950000000000017;130.97999999999999;;;;;1
1993 / 02;Brooklyn;09;2878.900000000000091;;;;;;;3
2006 / 05;Staten Island;01;7206.579999999999927;919.370000000000005;603.889999999999986;;;;;5
1997 / 11;Manhattan;11;3054.200000000000273;2.64;81.100000000000009;;;;;1
2010 / 03;Bronx;03;2108.610000000000127;97.909999999999997;94.510000000000005;;;;;2
1999 / 12;Brooklyn;02;2268.550000000000182;554.680000000000064;288.769999999999982;;;;;3
2015 / 08;Manhattan;09;2343.340000000000146;261.350000000000023;231.080000000000013;;;;;1
2001 / 10;Queens;12;7239.329999999999927;670.100000000000023;845.899999999999977;;;139.900000000000006;;4
2008 / 03;Queens;13;4758.380000000000109;643.639999999999986;541.210000000000036;;;;;4
2018 / 08;Bronx;09;4125.659999999999854;228.759999999999991;345.970000000000027;;;;;2
1992 / 12;Manhattan;01;699.0;;;;;;;1
1997 / 12;Bronx;11;2853.670000000000073;393.519999999999982;286.660000000000025;;;94.170000000000002;;2
1995 / 07;Brooklyn;11;4957.199999999999818;612.830000000000041;391.769999999999982;;;;;3
2013 / 05;Queens;13;6375.619999999999891;545.759999999999991;611.970000000000027;;;;;4
1996 / 02;Brooklyn;09;2668.200000000000273;144.599999999999994;140.640000000000015;;;;;3
2006 / 11;Brooklyn;06;2533.599999999999909;768.190000000000055;358.240000000000009;;;126.090000000000003;;3
2013 / 09;Bronx;10;2385.889999999999873;311.879999999999995;264.5;8.65;;;;2
2002 / 12;Staten Island;02;5051.739999999999782;;;;;;;5
2013 / 03;Manhattan;09;2393.25;259.220000000000027;204.050000000000011;;;;;1
2000 / 01;Queens;04;3709.300000000000182;395.980000000000018;406.5;;;;22.940000000000001;4
2000 / 09;Brooklyn;10;3161.650000000000091;804.930000000000064;484.060000000000002;;;;;3
1999 / 08;Manhattan;04;2454.300000000000182;;253.870000000000005;;;;;1
1997 / 08;Brooklyn;07;3505.900000000000091;259.379999999999995;302.860000000000014;;;;;3
2014 / 02;Queens;07;4850.859999999999673;643.379999999999995;453.550000000000011;;;;;4
1999 / 10;Brooklyn;14;4628.3100000000004;573.090000000000032;497.550000000000011;;;35.0;;3
2008 / 04;Queens;01;4444.270000000000437;791.529999999999973;459.370000000000005;;;;;4
1998 / 10;Brooklyn;11;4746.300000000000182;853.409999999999968;550.810000000000059;;;;;3
1994 / 09;Brooklyn;06;3143.900000000000091;399.819999999999993;224.150000000000006;;;;;3
2017 / 01;Bronx;09;3767.769999999999982;210.789999999999992;310.5;;;;34.300000000000004;2
2004 / 07;Queens;14;3560.460000000000036;317.5;276.980000000000018;;;;;4
1994 / 06;Queens;11;3775.5;636.080000000000041;266.350000000000023;;;;;4
2016 / 09;Manhattan;07;5002.960000000000036;1234.980000000000018;749.789999999999964;15.34;28.620000000000001;;;1
2013 / 06;Manhattan;10;2881.389999999999873;202.219999999999999;151.27000000000001;;;;;1
2007 / 10;Queens;01;4858.920000000000073;739.269999999999982;494.110000000000014;;;;;4
1996 / 09;Queens;01;5285.730000000000473;540.82000000000005;292.610000000000014;;;;;4
2008 / 05;Brooklyn;18;5873.480000000000473;739.32000000000005;507.840000000000032;;;;;3
2004 / 01;Queens;06;3017.7800000000002;447.079999999999984;;;;;7.88;4
2011 / 01;Manhattan;11;2307.710000000000036;185.719999999999999;129.460000000000008;;;;7.5;1
2011 / 04;Queens;04;4236.369999999999891;340.389999999999986;273.360000000000014;;;;;4
2015 / 12;Queens;05;4935.75;900.110000000000014;745.279999999999973;134.460000000000008;156.069999999999993;;;4
2000 / 10;Bronx;01;1821.730000000000018;80.010000000000005;130.180000000000007;;;;;2
2002 / 12;Brooklyn;04;3922.820000000000164;152.409999999999997;;;;;;3
1995 / 05;Bronx;04;4278.800000000000182;116.5;113.100000000000009;;;;;2
2011 / 02;Bronx;04;4290.600000000000364;176.400000000000006;176.849999999999994;;;;;2
2006 / 10;Brooklyn;01;4839.8100000000004;434.230000000000018;334.079999999999984;;;;;3
2017 / 07;Queens;08;3762.010000000000218;486.410000000000025;407.53000000000003;;;;;4
1994 / 01;Bronx;08;2363.400000000000091;;;;;;16.300000000000001;2
2013 / 05;Queens;05;5421.5;675.269999999999982;540.480000000000018;;;;;4
1999 / 12;Brooklyn;03;4403.520000000000437;268.379999999999995;338.04000000000002;;;;;3
1995 / 07;Queens;02;2873.940000000000055;208.789999999999992;197.25;;;;;4
2010 / 03;Brooklyn;11;5334.900000000000546;773.139999999999986;471.560000000000002;;;;;3
2006 / 10;Brooklyn;06;2488.139999999999873;730.629999999999995;341.79000000000002;;;;;3
2007 / 07;Bronx;04;4626.010000000000218;186.670000000000016;196.890000000000015;;;;;2
1999 / 09;Bronx;10;2573.450000000000273;470.019999999999982;334.70999999999998;;;;;2
2001 / 10;Manhattan;01;873.879999999999995;3.85;92.320000000000007;;;;;1
2016 / 10;Brooklyn;14;4822.239999999999782;454.460000000000036;361.329999999999984;;;;;3
2011 / 05;Brooklyn;10;3571.260000000000218;550.82000000000005;320.519999999999982;;;;;3
2004 / 05;Brooklyn;02;2481.340000000000146;458.170000000000016;220.060000000000002;;;;;3
2013 / 04;Queens;06;2770.929999999999836;384.009999999999991;257.129999999999995;;;;;4
1990 / 07;Staten Island;01;5203.699999999999818;;;;;;;5
2006 / 10;Queens;01;4750.190000000000509;752.399999999999977;463.189999999999998;;;;;4
2014 / 03;Staten Island;03;4964.650000000000546;740.009999999999991;539.450000000000045;;;;;5
1991 / 10;Queens;08;3800.5;;;;;;;4
2007 / 01;Queens;12;6242.600000000000364;578.190000000000055;550.310000000000059;;;;13.5;4
1992 / 04;Brooklyn;10;3374.400000000000091;;;;;;;3
2009 / 06;Manhattan;05;1448.880000000000109;276.920000000000016;144.969999999999999;;;;;1
2014 / 06;Brooklyn;11;4935.670000000000073;659.940000000000055;429.800000000000011;;;;;3
2010 / 07;Bronx;02;1721.850000000000136;85.600000000000009;103.570000000000007;;;;;2
2003 / 05;Brooklyn;07;4112.409999999999854;;;;;;;3
2003 / 02;Queens;03;4298.779999999999745;262.360000000000014;;;;;;4
1992 / 02;Manhattan;11;2839.800000000000182;;;;;;;1
2000 / 12;Brooklyn;15;3940.910000000000309;890.360000000000014;473.329999999999984;;;181.72999999999999;;3
2013 / 09;Queens;03;4672.909999999999854;357.54000000000002;342.160000000000025;;;;;4
2000 / 01;Staten Island;02;3480.0;;480.420000000000016;;;;78.600000000000009;5
2007 / 02;Brooklyn;03;3434.019999999999982;187.120000000000005;190.300000000000011;;;;;3
2015 / 06;Brooklyn;09;3321.340000000000146;232.25;178.990000000000009;;42.590000000000003;;;3
2008 / 06;Queens;12;7392.569999999999709;562.460000000000036;607.930000000000064;;;;;4
2004 / 07;Manhattan;02;2515.010000000000218;599.07000000000005;288.45999999999998;;;;;1
2012 / 01;Queens;14;2631.220000000000255;231.509999999999991;188.069999999999993;;;;18.0;4
1994 / 04;Brooklyn;02;2727.800000000000182;328.160000000000025;210.050000000000011;;;;;3
2007 / 11;Brooklyn;16;2100.0;99.480000000000004;99.980000000000004;;;9.210000000000001;;3
2000 / 03;Bronx;03;1974.789999999999964;75.870000000000005;116.370000000000005;;;;;2
2002 / 11;Brooklyn;04;3813.289999999999964;132.170000000000016;;;;;;3
1998 / 09;Queens;01;4880.199999999999818;745.060000000000059;563.509999999999991;;;;;4
1992 / 02;Brooklyn;04;3090.099999999999909;;;;;;;3
1995 / 10;Queens;13;6603.0;537.730000000000018;422.019999999999982;;;;;4
1994 / 10;Manhattan;09;3120.900000000000091;219.780000000000001;118.670000000000002;;;;;1
2000 / 07;Bronx;10;2444.769999999999982;430.310000000000002;399.860000000000014;;;;;2
1993 / 09;Staten Island;01;4843.600000000000364;;;;;;;5
1996 / 03;Bronx;04;4061.099999999999909;108.280000000000001;108.950000000000003;;;;;2
1992 / 01;Brooklyn;02;3024.0;;;;;;;3
1993 / 10;Brooklyn;14;4633.0;395.03000000000003;284.25;;;;;3
2003 / 03;Bronx;08;2814.309999999999945;362.610000000000014;;;;;;2
1991 / 12;Bronx;01;2723.599999999999909;;;;;;;2
2001 / 01;Manhattan;08;6797.430000000000291;;887.649999999999977;;;;123.790000000000006;1
1994 / 12;Brooklyn;04;3296.400000000000091;111.640000000000001;178.75;;;;;3
1993 / 03;Bronx;06;2079.300000000000182;;;;;;;2
2014 / 09;Manhattan;11;2213.200000000000273;193.080000000000013;145.080000000000013;;;;;1
2012 / 06;Manhattan;07;5264.0;1098.460000000000036;625.019999999999982;;;;;1
2000 / 06;Queens;09;4209.399999999999636;637.759999999999991;689.230000000000018;;;;;4
2014 / 01;Staten Island;02;3570.039999999999964;632.919999999999959;514.190000000000055;;64.760000000000005;;49.5;5
2000 / 04;Brooklyn;01;4810.680000000000291;428.389999999999986;479.300000000000011;;;;;3
2001 / 12;Bronx;07;3926.289999999999964;250.170000000000016;489.720000000000027;;;12.4;;2
1991 / 04;Bronx;08;292.900000000000034;;;;;;;2
1993 / 10;Brooklyn;18;5356.699999999999818;744.360000000000014;383.340000000000032;;;;;3
2006 / 09;Bronx;12;4211.869999999999891;476.949999999999989;452.600000000000023;;;;;2
